TableNumber,ImageNumber,Image_FileName_DAPI,Image_PathName_DAPI,Image_FileName_Tubulin,Image_PathName_Tubulin,Image_FileName_Actin,Image_PathName_Actin,Image_Metadata_Plate_DAPI,Image_Metadata_Well_DAPI,Replicate,Image_Metadata_Compound,Image_Metadata_Concentration,MoA,Unique_MoA,Unique_Treatments,Unique_Compounds,Plate,Batch
0,69,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C09_s1_w19E788C35-6DD5-4B5B-A9CD-C8F7559B406C_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C09_s1_w26D0D5210-D1B9-47BD-91B3-90BA90002F8E_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C09_s1_w4AABD4231-8CDA-471E-9FBF-7DCC278D0B03_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C09,1,AZ138,0.03,Eg5 inhibitors,5,40,16,6,9
0,70,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C09_s2_w1B7F0A0A3-D788-43B6-B1F8-3CEA322D1FBF_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C09_s2_w2BC589D9C-BF51-44EA-BCFA-177B9C0D375C_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C09_s2_w4C0B73109-B265-4214-BC30-7807F08BE884_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C09,1,AZ138,0.03,Eg5 inhibitors,5,40,16,6,9
0,71,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C09_s3_w19437640F-29D0-42B8-9C85-DC4701DF4EA3_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C09_s3_w29B6DE609-DB82-47FD-A103-84301D76615A_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C09_s3_w44DE7F152-E698-48C6-87F2-7D9EAECB371B_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C09,1,AZ138,0.03,Eg5 inhibitors,5,40,16,6,9
0,72,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C09_s4_w1480BB7EA-DDCB-4F26-9B76-297CE1C8A674_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C09_s4_w23075046C-1077-4D61-956F-D567904D4B48_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C09_s4_w49880E63D-267D-4318-914D-6E38B11FFE3E_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C09,1,AZ138,0.03,Eg5 inhibitors,5,40,16,6,9
0,309,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C09_s1_w1EB3C81F6-3003-48DF-A20E-580F3FFADD21_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C09_s1_w261E454A4-66E7-4246-A7AB-2C5BA4AC8456_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C09_s1_w4622876D4-EEBA-4AE5-B0D1-9F52398C6E84_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C09,2,AZ138,0.03,Eg5 inhibitors,5,40,16,7,9
0,310,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C09_s2_w1A79E9BA3-83CE-4416-A326-70523AD3F90C_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C09_s2_w2F12FB430-5112-4985-A277-1EB262E453F4_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C09_s2_w4A40E4089-DC2A-4E09-9055-5432AF58A975_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C09,2,AZ138,0.03,Eg5 inhibitors,5,40,16,7,9
0,311,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C09_s3_w1310C6843-3953-4826-9D37-C65182D53650_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C09_s3_w2A40FCE7C-61EC-4F23-A537-8BEFA3EC7393_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C09_s3_w42D068DB5-BB05-493B-85DA-12C69F657446_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C09,2,AZ138,0.03,Eg5 inhibitors,5,40,16,7,9
0,312,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C09_s4_w1AB53C280-34E3-4D14-813B-C8A9D12F6E56_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C09_s4_w285335CCB-2AEF-4039-A722-1DF5941E128C_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C09_s4_w493F763B5-4B85-45C2-91E8-55465A60956D_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C09,2,AZ138,0.03,Eg5 inhibitors,5,40,16,7,9
0,549,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C09_s1_w14A83518D-C94F-4FA2-8F54-D6059EF4E4C9_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C09_s1_w23AB2C183-4A14-4177-B931-3F9ADAB3A778_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C09_s1_w46FE470E7-F764-4186-8AD8-BD24C4BB748B_corrected_resized.tiff,Week10/Week10_40119,Week10_40119,C09,3,AZ138,0.03,Eg5 inhibitors,5,40,16,8,9
0,550,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C09_s2_w135AC3A78-72C5-48EF-8FFC-87E0BF112C66_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C09_s2_w26874B018-26BB-42D4-ACCE-C4660A8E0BC7_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C09_s2_w4B161E8AA-5076-4FD4-A841-9BCB555D999A_corrected_resized.tiff,Week10/Week10_40119,Week10_40119,C09,3,AZ138,0.03,Eg5 inhibitors,5,40,16,8,9
0,551,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C09_s3_w129D3AF8E-BE21-4306-87FE-46A496852052_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C09_s3_w2C425FCD1-00A5-475B-B834-4634C899F773_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C09_s3_w4DB691520-ECF5-426E-B934-E192EE495069_corrected_resized.tiff,Week10/Week10_40119,Week10_40119,C09,3,AZ138,0.03,Eg5 inhibitors,5,40,16,8,9
0,552,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C09_s4_w1F97561EB-7EF6-4B39-8E3F-B362C77A717B_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C09_s4_w2FF2F2FE9-0586-4166-922B-B57C0F3D3C32_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C09_s4_w40FD16C08-11BA-46EE-A872-385BD28B3783_corrected_resized.tiff,Week10/Week10_40119,Week10_40119,C09,3,AZ138,0.03,Eg5 inhibitors,5,40,16,8,9
0,65,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C08_s1_w14962D4AB-2A48-4B3B-BBE1-BEC85FB73FBA_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C08_s1_w2F9EB49AC-DE29-415C-A7A0-0D90335D24D3_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C08_s1_w430736F56-E317-45DF-8A49-29C565748B90_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C08,1,AZ138,0.1,Eg5 inhibitors,5,41,16,6,9
0,66,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C08_s2_w16B93DEAC-6C27-41D1-B0B4-CDF10CB2E54C_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C08_s2_w2814DFD6C-AFD1-43E1-9B7C-AB2FE0F84A11_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C08_s2_w4A9E34177-7AF6-4C35-BDFD-B46AAD2B56F7_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C08,1,AZ138,0.1,Eg5 inhibitors,5,41,16,6,9
0,67,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C08_s3_w132FCE548-0067-42A0-B9E9-F2C7768E4AD6_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C08_s3_w2FE77D902-62AA-491D-8B4D-895FA4AA4A9D_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C08_s3_w422BCE4A6-F580-4516-829A-50C808238E88_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C08,1,AZ138,0.1,Eg5 inhibitors,5,41,16,6,9
0,68,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C08_s4_w1FF31FC24-A515-4709-BC8D-71F00F623A66_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C08_s4_w2D1BE48D5-2F12-44EA-B588-8937CC4778DA_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C08_s4_w486E90AA7-A11C-4AD9-962E-45EB2CCD1D32_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C08,1,AZ138,0.1,Eg5 inhibitors,5,41,16,6,9
0,305,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C08_s1_w1E65EE8A1-F533-45B1-8F25-CE6E0C0D2972_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C08_s1_w20F09CBA5-B030-42DB-A55B-315129C7598B_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C08_s1_w4B1E239FA-79D5-4107-A14F-49D5477D6B53_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C08,2,AZ138,0.1,Eg5 inhibitors,5,41,16,7,9
0,306,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C08_s2_w198F2D934-47FD-43C9-819A-50A5C980E327_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C08_s2_w21B101D96-4503-4CC1-9C68-278F1A23C999_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C08_s2_w493B6FA7C-DC11-4956-8633-27F8A7BF9524_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C08,2,AZ138,0.1,Eg5 inhibitors,5,41,16,7,9
0,307,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C08_s3_w17F356C8B-D676-4B70-AC33-67D7B429DF8E_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C08_s3_w2BC5F4592-436B-4708-B699-0E4ABB64F690_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C08_s3_w4FB52122C-7805-438C-BD7E-B2F33C3185CF_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C08,2,AZ138,0.1,Eg5 inhibitors,5,41,16,7,9
0,308,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C08_s4_w19DF61E7F-2F93-4123-AC49-AA0817662E29_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C08_s4_w289C71D14-427E-47CB-839F-4E1E821E7E36_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C08_s4_w4BB97C522-15B3-4CA2-B6E1-3400F60F74E4_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C08,2,AZ138,0.1,Eg5 inhibitors,5,41,16,7,9
0,545,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C08_s1_w15BA750FD-C36A-407B-AC18-F707DC9E4B28_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C08_s1_w281D3454B-FEF5-4AC3-8579-761EFAD83172_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C08_s1_w4886C8032-9E30-4C62-A3ED-2AB09B4C300E_corrected_resized.tiff,Week10/Week10_40119,Week10_40119,C08,3,AZ138,0.1,Eg5 inhibitors,5,41,16,8,9
0,546,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C08_s2_w176EC36B3-9AD8-4072-B9B7-D126B9F70BF5_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C08_s2_w2A6583EEE-33CA-4140-9B7D-0973278E086D_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C08_s2_w46DF93EF5-25D4-4E75-ABC2-3CDAEA9AC062_corrected_resized.tiff,Week10/Week10_40119,Week10_40119,C08,3,AZ138,0.1,Eg5 inhibitors,5,41,16,8,9
0,547,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C08_s3_w1F45CA116-8B17-4FC0-8D39-F49301435CC3_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C08_s3_w258A90CFA-84EF-47EA-842B-F2C1F0A02A29_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C08_s3_w47BD57EF6-A08A-4783-940C-A5F0D0C39221_corrected_resized.tiff,Week10/Week10_40119,Week10_40119,C08,3,AZ138,0.1,Eg5 inhibitors,5,41,16,8,9
0,548,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C08_s4_w126E65920-B384-44C7-9484-DE4E8EEFB9DF_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C08_s4_w29EE54E6E-D165-4F6B-B6CC-8E37A6FD2E63_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C08_s4_w4DE46AE1D-6E4B-40D0-A7D6-DFCC50497DDD_corrected_resized.tiff,Week10/Week10_40119,Week10_40119,C08,3,AZ138,0.1,Eg5 inhibitors,5,41,16,8,9
0,61,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C07_s1_w16A261DAB-6041-46BB-99CF-B4E4E363CA32_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C07_s1_w2AC5B8273-533D-47FB-8FA4-C94CE4AD689E_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C07_s1_w47C974844-D261-47F4-A00F-5748C392C759_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C07,1,AZ138,0.3,Eg5 inhibitors,5,42,16,6,9
0,62,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C07_s2_w17325E4E2-E09F-4030-8E10-21F4315CF1ED_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C07_s2_w2308E20F3-8FB2-445A-9F86-347AC2D5DC72_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C07_s2_w49482F6C8-58AE-47FB-A520-1A8CEFBD1BA9_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C07,1,AZ138,0.3,Eg5 inhibitors,5,42,16,6,9
0,63,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C07_s3_w1AB99EEC0-0AE2-40C3-B362-9E073A61710D_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C07_s3_w2AFD890DF-A344-42C0-906E-41608117DD18_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C07_s3_w4882E0207-1EF8-4070-A482-EA4AECC08161_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C07,1,AZ138,0.3,Eg5 inhibitors,5,42,16,6,9
0,64,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C07_s4_w12CDC8040-85B9-496B-845F-75C19AC69333_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C07_s4_w27A01D84E-FA5D-41AD-8FE4-BF4C7E599193_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C07_s4_w40CF75BFC-7602-4F8E-BEA8-422675AD03CB_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C07,1,AZ138,0.3,Eg5 inhibitors,5,42,16,6,9
0,301,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C07_s1_w1702A19D8-C8BD-482B-A2BE-5DC9715C6F77_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C07_s1_w2D50B4A64-EF13-45BA-8E1A-A40990AB49AC_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C07_s1_w493C9E49B-32B3-4FDF-86C2-59634C7C3B44_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C07,2,AZ138,0.3,Eg5 inhibitors,5,42,16,7,9
0,302,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C07_s2_w13E7AC9F4-D314-4C5C-AB03-2D64058719F0_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C07_s2_w2F13D6274-874B-4522-B611-9AD3D3E365FD_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C07_s2_w489E6C6E2-4FE3-4CA4-995F-4ED05EE6A8DC_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C07,2,AZ138,0.3,Eg5 inhibitors,5,42,16,7,9
0,303,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C07_s3_w19318770F-FB15-413D-A180-6BFDD820C17D_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C07_s3_w2D0B6815A-0807-4C2C-978B-DF455FA20FAC_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C07_s3_w40AC6A0AA-70DA-41EF-9A13-809318989281_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C07,2,AZ138,0.3,Eg5 inhibitors,5,42,16,7,9
0,304,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C07_s4_w1879F9F61-C5FC-4D93-BD67-6C3F318C6606_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C07_s4_w2C94DF25C-8B9F-44F7-9F88-5AAA113FB58C_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C07_s4_w4B0796254-44FC-4D75-8523-A5F6A6F7912E_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C07,2,AZ138,0.3,Eg5 inhibitors,5,42,16,7,9
0,541,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C07_s1_w1E737954F-2AE0-4D06-83E9-CC6EF3ABB5D3_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C07_s1_w28E38A00C-33C2-4371-8C21-0F9024FCFA30_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C07_s1_w47F8F7F85-0609-4CE2-935E-EC36679D0B17_corrected_resized.tiff,Week10/Week10_40119,Week10_40119,C07,3,AZ138,0.3,Eg5 inhibitors,5,42,16,8,9
0,542,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C07_s2_w181F06661-20C6-4B37-B714-BC3487190CC3_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C07_s2_w2C6522E21-870F-4992-B569-299F886C14EB_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C07_s2_w4A6446285-7E38-4A0B-A815-D52F09F734F5_corrected_resized.tiff,Week10/Week10_40119,Week10_40119,C07,3,AZ138,0.3,Eg5 inhibitors,5,42,16,8,9
0,543,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C07_s3_w10C1AEE84-A5C7-4BC5-B796-C0D89C37BE83_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C07_s3_w2D8F74205-018D-46E8-8BE4-FA59551AF0B1_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C07_s3_w46CDD8B56-46A5-44F4-850A-2A079B430E33_corrected_resized.tiff,Week10/Week10_40119,Week10_40119,C07,3,AZ138,0.3,Eg5 inhibitors,5,42,16,8,9
0,544,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C07_s4_w14A2D5B93-30BB-41D1-954E-59314C5A2258_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C07_s4_w236AC6A2E-11C7-47DA-B3D9-0293EF16C2D8_corrected_resized.tiff,Week10/Week10_40119,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40119/Week10_200907_C07_s4_w4658CCB00-31DD-4471-84C1-28A64004626D_corrected_resized.tiff,Week10/Week10_40119,Week10_40119,C07,3,AZ138,0.3,Eg5 inhibitors,5,42,16,8,9
0,57,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C06_s1_w1F2F3CEBD-0E25-4C61-87B3-D81E2FA4B519_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C06_s1_w2D8884334-2C3F-4705-AB78-570A6587F521_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C06_s1_w4C5D2C268-B26B-43F8-BF7C-57B3812E5EC8_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C06,1,AZ138,1,Eg5 inhibitors,5,43,16,6,9
0,58,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C06_s2_w1267729FD-1167-4E7C-BF12-7CC0B9206AE8_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C06_s2_w23F1D4FFE-5F39-4C8F-A7B2-90A78AF1F5E5_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C06_s2_w4D032A39D-FCE3-4B76-B657-7241A543D136_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C06,1,AZ138,1,Eg5 inhibitors,5,43,16,6,9
0,59,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C06_s3_w1C4F67BD5-A097-4342-A789-B5C14F54CD64_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C06_s3_w2576A3E29-23C8-4D9A-B045-0BFE4264DC61_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C06_s3_w423332BE3-A448-46C4-BE69-35721CB937E1_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C06,1,AZ138,1,Eg5 inhibitors,5,43,16,6,9
0,60,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C06_s4_w1528EF904-C425-4D57-BCBA-F215AAC97760_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C06_s4_w2ADE8893B-8557-44BC-9741-8E295F0BFFFB_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_C06_s4_w4516946F4-B272-4755-8C08-D5661FA6EC0E_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,C06,1,AZ138,1,Eg5 inhibitors,5,43,16,6,9
